Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Game 6549,X360,2010,Sports,Ubisoft,1.5,0.82,1.38,0.09,3.79
Game 6550,Wii,2012,Role-Playing,Activision,0.78,0.29,0.73,0.0,1.8
Game 6551,PC,1983,Sports,Sony,2.19,0.0,0.0,0.05,2.24
Game 6552,DS,1985,Sports,Ubisoft,1.28,1.13,1.46,0.9,4.77
Game 6553,Wii,2002,Sports,Sony,0.0,0.0,0.47,0.0,0.47
Game 6554,PS4,1998,Action,Microsoft,0.46,0.13,1.42,0.32,2.33
Game 6555,PS3,1987,Shooter,Activision,0.0,0.56,0.14,0.08,0.78
Game 6556,PS4,2018,Action,Sony,0.67,1.6,0.46,0.17,2.9
Game 6557,PC,1992,Shooter,Nintendo,2.13,0.65,0.56,0.72,4.06
Game 6558,Wii,1980,Role-Playing,Ubisoft,1.62,0.92,0.2,0.3,3.04
Game 6559,GB,1985,Role-Playing,Nintendo,2.48,0.26,1.06,1.02,4.82
Game 6560,PC,1986,Platform,Nintendo,0.44,0.44,1.46,0.59,2.93
Game 6561,X360,2006,Action,Microsoft,2.42,0.46,0.0,0.25,3.13
Game 6562,PS4,1994,Shooter,Microsoft,0.57,0.73,0.79,0.16,2.25
Game 6563,PS4,2013,Role-Playing,Nintendo,2.57,0.26,0.0,0.33,3.16
Game 6564,NES,2002,Role-Playing,Sony,0.77,1.57,0.0,0.0,2.34
Game 6565,Wii,2003,Action,Microsoft,1.65,0.2,0.61,0.0,2.46
Game 6566,X360,1994,Platform,Ubisoft,2.57,0.0,0.61,0.5,3.68
Game 6567,GB,2014,Sports,Nintendo,0.57,2.69,0.71,0.57,4.54
Game 6568,PS4,1983,Racing,Ubisoft,1.06,0.24,0.52,0.0,1.82
Game 6569,PS4,2016,Platform,Activision,2.35,1.55,0.83,0.54,5.27
Game 6570,X360,1996,Racing,Ubisoft,0.64,1.62,0.0,0.13,2.39
Game 6571,PC,2010,Platform,Ubisoft,0.0,1.26,0.46,0.0,1.72
Game 6572,PC,2017,Platform,Nintendo,3.37,0.34,0.72,0.07,4.5
Game 6573,Wii,1989,Sports,EA,0.24,0.73,1.11,0.56,2.64
Game 6574,DS,2006,Role-Playing,Activision,0.99,0.0,0.33,0.44,1.76
Game 6575,NES,1985,Shooter,Microsoft,2.19,2.09,0.17,0.32,4.77
Game 6576,PS4,1985,Platform,Ubisoft,0.07,0.0,0.27,0.35,0.69
Game 6577,DS,1994,Sports,Nintendo,0.0,0.3,0.0,0.0,0.3
Game 6578,DS,1983,Racing,EA,1.1,0.58,0.76,0.42,2.86
Game 6579,NES,2019,Action,Nintendo,0.0,0.41,0.0,0.02,0.43
Game 6580,DS,1986,Action,Microsoft,0.45,0.0,0.53,1.01,1.99
Game 6581,DS,2005,Role-Playing,Nintendo,1.09,1.62,0.35,0.05,3.11
Game 6582,PC,2010,Action,Sony,0.48,1.26,0.0,1.09,2.83
Game 6583,PC,1981,Platform,Activision,0.0,0.76,0.0,0.14,0.9
Game 6584,PS3,2007,Racing,Sony,2.71,0.18,0.0,0.16,3.05
Game 6585,GB,1992,Platform,Ubisoft,0.92,1.35,0.09,0.08,2.44
Game 6586,Wii,1997,Action,Nintendo,2.52,0.13,1.19,0.0,3.84
Game 6587,DS,2009,Shooter,Nintendo,0.49,1.76,0.23,0.73,3.21
Game 6588,PS3,1990,Action,Ubisoft,0.0,0.59,0.63,0.24,1.46
Game 6589,GB,1992,Shooter,Ubisoft,1.12,1.48,1.06,0.45,4.11
Game 6590,PS3,2003,Action,Activision,0.54,0.41,0.94,0.85,2.74
Game 6591,PS3,2008,Role-Playing,EA,0.0,0.56,0.3,0.15,1.01
Game 6592,Wii,1984,Racing,Nintendo,2.56,1.48,0.0,0.16,4.2
Game 6593,Wii,2014,Shooter,Microsoft,0.05,2.26,0.6,0.26,3.17
Game 6594,X360,1998,Sports,Microsoft,0.0,1.75,0.0,0.0,1.75
Game 6595,NES,1992,Role-Playing,Microsoft,2.39,1.2,1.39,0.0,4.98
Game 6596,NES,1984,Platform,Ubisoft,0.19,0.97,0.82,0.0,1.98
Game 6597,X360,1993,Action,Ubisoft,0.07,0.09,0.43,0.7,1.29
Game 6598,X360,2017,Racing,Ubisoft,0.0,0.74,0.61,0.07,1.42
Game 6599,PC,2001,Racing,Microsoft,2.89,0.0,0.41,0.51,3.81
Game 6600,GB,1988,Action,EA,0.0,0.8,0.08,0.1,0.98
Game 6601,PS3,2019,Sports,Activision,0.87,0.85,0.6,0.0,2.32
Game 6602,DS,2005,Shooter,Sony,1.9,0.0,0.15,0.55,2.6
Game 6603,X360,1984,Action,Nintendo,1.31,0.53,1.46,0.0,3.3
Game 6604,PS4,2008,Racing,Sony,0.73,0.83,0.0,0.43,1.99
Game 6605,NES,2001,Sports,Nintendo,0.0,0.43,0.61,0.57,1.61
Game 6606,X360,1982,Sports,Ubisoft,0.0,0.79,0.0,0.18,0.97
Game 6607,PS4,2007,Platform,Microsoft,1.03,0.0,0.0,0.39,1.42
Game 6608,PS4,2017,Sports,Sony,0.0,0.0,0.0,0.0,0.0
Game 6609,PS4,1993,Role-Playing,Ubisoft,1.04,1.33,0.55,1.37,4.29
Game 6610,PC,1993,Racing,Nintendo,1.62,0.5,0.0,0.38,2.5
Game 6611,PC,1990,Role-Playing,Activision,1.96,0.77,0.95,0.51,4.19
Game 6612,DS,1988,Sports,Activision,0.0,0.06,0.55,0.57,1.18
Game 6613,DS,2017,Sports,Sony,3.44,0.52,0.39,0.14,4.49
Game 6614,PS4,1985,Role-Playing,Sony,1.72,0.0,0.0,0.23,1.95
Game 6615,GB,1980,Platform,Sony,0.8,1.18,0.65,0.63,3.26
Game 6616,PC,2004,Sports,Sony,2.11,1.95,0.0,0.05,4.11
Game 6617,PS3,1995,Role-Playing,Sony,3.64,0.0,0.0,0.36,4.0
Game 6618,PS4,1994,Role-Playing,Ubisoft,0.0,0.0,0.56,0.39,0.95
Game 6619,PS3,2013,Racing,Nintendo,0.53,0.85,0.0,0.0,1.38
Game 6620,PS3,1996,Platform,Nintendo,0.0,1.68,0.0,0.38,2.06
Game 6621,PS4,1982,Shooter,EA,1.03,0.5,1.08,0.0,2.61
Game 6622,NES,1982,Role-Playing,Microsoft,1.24,0.0,0.0,0.57,1.81
Game 6623,GB,2016,Racing,Activision,0.75,0.33,0.0,0.83,1.91
Game 6624,PS4,1996,Shooter,Sony,0.01,0.0,0.0,0.56,0.57
Game 6625,DS,2017,Racing,Activision,0.0,0.0,0.0,0.8,0.8
Game 6626,PS4,1980,Racing,Nintendo,1.25,0.26,0.99,0.0,2.5
Game 6627,PC,1986,Action,Microsoft,2.55,0.0,0.0,0.11,2.66
Game 6628,PS4,2005,Platform,Microsoft,0.09,0.0,0.0,0.25,0.34
Game 6629,NES,2018,Sports,Ubisoft,1.33,0.56,0.89,0.25,3.03
Game 6630,PC,1998,Platform,Sony,0.0,0.67,0.03,0.03,0.73
Game 6631,DS,2009,Shooter,EA,1.35,0.0,0.44,0.0,1.79
Game 6632,Wii,1993,Action,Microsoft,0.33,0.82,0.01,0.89,2.05
Game 6633,Wii,1992,Platform,Ubisoft,0.0,0.19,1.51,0.0,1.7
Game 6634,PS3,1999,Sports,Sony,0.0,1.08,0.0,0.86,1.94
Game 6635,GB,2005,Platform,Nintendo,0.33,1.12,0.47,0.4,2.32
Game 6636,PS3,2006,Platform,EA,1.26,0.06,1.2,0.28,2.8
Game 6637,NES,2004,Platform,Sony,0.0,0.99,0.08,0.42,1.49
Game 6638,X360,1988,Role-Playing,Ubisoft,0.32,0.0,0.0,0.81,1.13
Game 6639,DS,2020,Role-Playing,Activision,0.75,1.56,0.76,0.0,3.07
Game 6640,GB,1991,Platform,Ubisoft,0.0,0.0,0.9,0.34,1.24
Game 6641,DS,1989,Sports,Ubisoft,2.96,0.78,0.0,0.26,4.0
Game 6642,Wii,1985,Sports,Ubisoft,0.0,0.35,1.18,0.27,1.8
Game 6643,PS3,2013,Sports,Ubisoft,0.0,0.0,0.33,0.58,0.91
Game 6644,DS,2020,Sports,EA,0.0,1.22,0.61,0.0,1.83
Game 6645,Wii,1998,Action,Microsoft,2.96,0.01,1.19,0.0,4.16
Game 6646,NES,1985,Action,Microsoft,1.46,0.0,0.76,0.0,2.22
Game 6647,NES,1981,Racing,Nintendo,0.0,0.0,0.3,0.0,0.3
Game 6648,X360,1994,Platform,Microsoft,2.13,0.0,0.0,0.47,2.6
Game 6649,DS,1996,Platform,Ubisoft,1.04,1.6,1.93,0.4,4.97
Game 6650,X360,1995,Racing,Microsoft,1.11,1.51,0.0,0.55,3.17
Game 6651,PC,2007,Sports,Activision,0.39,0.0,0.49,0.02,0.9
Game 6652,GB,2000,Shooter,Activision,0.0,0.2,0.61,0.03,0.84
Game 6653,DS,1987,Shooter,Microsoft,1.21,0.13,0.63,0.86,2.83
Game 6654,NES,1989,Racing,Ubisoft,0.15,0.0,1.58,0.61,2.34
Game 6655,PS3,1989,Shooter,EA,2.98,0.0,0.33,0.5,3.81
Game 6656,Wii,1989,Role-Playing,Ubisoft,0.0,1.28,0.24,0.0,1.52
Game 6657,PS4,1988,Platform,Microsoft,2.64,0.9,1.23,0.98,5.75
Game 6658,X360,2007,Shooter,Microsoft,0.67,0.72,0.22,0.16,1.77
Game 6659,PS4,2003,Action,Nintendo,1.16,0.0,0.83,0.27,2.26
Game 6660,DS,1998,Action,Ubisoft,1.8,0.58,0.42,0.38,3.18
Game 6661,PS3,2012,Role-Playing,Nintendo,0.04,0.0,0.85,0.27,1.16
Game 6662,X360,1983,Platform,Nintendo,1.84,1.17,0.74,0.13,3.88
Game 6663,PS4,1982,Role-Playing,Sony,0.0,0.71,0.06,0.26,1.03
Game 6664,GB,1991,Platform,Activision,0.0,0.0,0.0,0.45,0.45
Game 6665,PS3,1997,Platform,Nintendo,0.0,1.79,0.0,0.54,2.33
Game 6666,Wii,2002,Shooter,Activision,0.0,0.0,0.0,0.69,0.69
Game 6667,GB,1999,Action,Microsoft,0.54,0.92,0.25,0.0,1.71
Game 6668,PS3,1985,Racing,Microsoft,1.26,0.94,0.0,0.0,2.2
Game 6669,PC,2013,Shooter,Sony,1.64,0.0,0.2,0.54,2.38
Game 6670,X360,1981,Sports,Sony,1.09,0.47,0.38,0.0,1.94
Game 6671,NES,2009,Role-Playing,Ubisoft,0.0,0.0,0.81,0.26,1.07
Game 6672,Wii,1988,Sports,Sony,1.24,0.0,0.6,0.0,1.84
Game 6673,DS,2006,Platform,EA,0.95,0.0,0.84,0.42,2.21
Game 6674,GB,2013,Shooter,Microsoft,1.92,0.01,0.55,0.0,2.48
Game 6675,GB,2019,Sports,Microsoft,1.73,1.02,0.11,0.06,2.92
Game 6676,PS4,2003,Sports,Activision,0.84,0.55,0.24,0.08,1.71
Game 6677,X360,1996,Action,Sony,0.0,0.57,0.0,0.3,0.87
Game 6678,DS,2008,Sports,Activision,0.02,0.0,0.44,0.58,1.04
Game 6679,NES,2015,Action,Sony,0.14,0.08,0.0,0.61,0.83
Game 6680,PS3,1991,Action,Microsoft,0.42,0.0,0.94,0.28,1.64
Game 6681,NES,2010,Platform,Sony,1.12,0.0,0.0,0.0,1.12
Game 6682,X360,1988,Action,Ubisoft,1.66,0.03,0.39,1.23,3.31
Game 6683,X360,1998,Platform,Sony,0.74,0.56,0.49,0.17,1.96
Game 6684,PC,1996,Action,Sony,0.82,0.04,1.0,0.31,2.17
Game 6685,PC,1981,Action,Ubisoft,0.97,0.24,0.0,0.3,1.51
Game 6686,NES,2019,Platform,Ubisoft,0.18,1.06,0.1,0.34,1.68
Game 6687,PS3,1984,Sports,Ubisoft,0.0,0.1,0.63,0.0,0.73
Game 6688,NES,2018,Role-Playing,Activision,0.0,0.0,1.35,0.38,1.73
Game 6689,X360,1995,Shooter,Microsoft,0.0,0.95,0.28,0.93,2.16
Game 6690,X360,1996,Shooter,Sony,1.37,0.71,0.0,0.0,2.08
Game 6691,PS4,2006,Platform,Ubisoft,0.0,0.76,1.52,0.21,2.49
Game 6692,PC,1986,Sports,Ubisoft,0.51,1.0,0.78,0.0,2.29
Game 6693,DS,1987,Role-Playing,Microsoft,1.36,0.87,1.12,0.6,3.95
Game 6694,DS,1987,Racing,EA,1.42,0.52,0.0,0.66,2.6
Game 6695,DS,2002,Platform,Sony,0.0,2.41,0.61,0.15,3.17
Game 6696,PS4,2011,Racing,EA,2.0,0.0,0.0,0.22,2.22
Game 6697,Wii,1997,Shooter,EA,2.15,0.03,0.0,0.0,2.18
Game 6698,DS,2017,Shooter,Ubisoft,0.0,1.27,0.65,0.0,1.92
Game 6699,X360,1991,Role-Playing,Activision,0.0,0.61,0.69,0.09,1.39
Game 6700,PS4,1994,Role-Playing,Microsoft,2.23,1.11,0.01,0.11,3.46
Game 6701,NES,2007,Racing,Sony,0.62,0.64,1.16,0.22,2.64
Game 6702,PC,2017,Shooter,Sony,0.0,1.6,0.08,0.0,1.68
Game 6703,PC,2010,Role-Playing,Sony,0.0,0.0,0.14,0.0,0.14
Game 6704,PS3,1988,Role-Playing,Activision,0.5,1.57,0.28,0.0,2.35
Game 6705,NES,1987,Shooter,EA,0.0,1.44,0.15,0.23,1.82
Game 6706,PS3,1998,Shooter,Nintendo,0.3,0.0,1.07,0.43,1.8
Game 6707,PS4,1987,Sports,Microsoft,0.84,1.0,0.0,0.0,1.84
Game 6708,GB,2013,Action,Nintendo,2.55,0.47,0.0,0.09,3.11
Game 6709,DS,1983,Role-Playing,EA,0.45,0.01,0.0,0.0,0.46
Game 6710,Wii,2010,Racing,Ubisoft,2.09,0.0,1.43,1.01,4.53
Game 6711,NES,2017,Platform,Nintendo,2.51,0.0,0.11,0.05,2.67
Game 6712,NES,1982,Platform,Nintendo,2.52,1.07,0.0,0.03,3.62
Game 6713,NES,2014,Shooter,Microsoft,1.14,1.15,0.13,0.0,2.42
Game 6714,PS3,1998,Action,EA,0.0,0.33,0.81,0.0,1.14
Game 6715,PS4,2008,Racing,Microsoft,1.35,1.15,0.7,0.46,3.66
Game 6716,NES,1989,Sports,Ubisoft,2.06,1.26,0.0,0.09,3.41
Game 6717,GB,1991,Role-Playing,Activision,0.7,0.62,0.06,0.04,1.42
Game 6718,NES,2009,Sports,Activision,2.89,0.0,0.0,0.27,3.16
Game 6719,PC,2009,Racing,Activision,1.83,0.85,0.38,0.0,3.06
Game 6720,DS,1997,Sports,Sony,1.48,0.89,1.07,0.91,4.35
Game 6721,Wii,2003,Shooter,Activision,2.1,1.04,0.0,0.0,3.14
Game 6722,DS,2011,Platform,Activision,1.2,1.19,0.68,0.91,3.98
Game 6723,PC,1988,Shooter,EA,0.0,0.0,0.0,0.19,0.19
Game 6724,PC,2003,Role-Playing,Activision,0.2,0.09,0.0,0.05,0.34
Game 6725,Wii,2005,Shooter,Activision,2.24,0.0,0.71,0.47,3.42
Game 6726,GB,1982,Racing,Ubisoft,0.0,1.1,1.71,0.06,2.87
Game 6727,PS4,2002,Racing,Ubisoft,0.53,0.33,0.63,0.57,2.06
Game 6728,PC,1990,Role-Playing,Nintendo,0.0,0.84,0.05,0.32,1.21
Game 6729,PS4,1989,Role-Playing,Microsoft,2.94,0.0,0.09,0.49,3.52
Game 6730,PC,2015,Platform,Nintendo,2.82,1.62,1.45,0.62,6.51
Game 6731,X360,1992,Sports,Nintendo,0.0,0.0,0.48,0.13,0.61
Game 6732,Wii,2008,Platform,Sony,0.98,1.12,0.0,0.59,2.69
Game 6733,PC,2017,Shooter,Microsoft,0.0,0.59,0.26,0.41,1.26
Game 6734,X360,1992,Sports,Sony,1.54,0.35,0.43,0.73,3.05
Game 6735,DS,2005,Role-Playing,Activision,1.41,0.28,0.58,0.05,2.32
Game 6736,PS3,1999,Racing,Ubisoft,1.77,0.0,1.21,0.75,3.73
Game 6737,X360,1984,Shooter,Activision,1.2,1.54,1.07,0.0,3.81
Game 6738,NES,1999,Platform,Sony,4.32,0.51,0.42,0.0,5.25
Game 6739,PC,1993,Action,Ubisoft,0.0,0.0,0.28,0.0,0.28
Game 6740,X360,1993,Action,Nintendo,0.0,0.19,0.54,0.07,0.8
Game 6741,PS4,1987,Role-Playing,Activision,0.33,0.6,0.0,0.31,1.24
Game 6742,PS3,1992,Sports,Sony,0.0,1.22,0.89,0.21,2.32
Game 6743,GB,2003,Action,Activision,0.0,0.02,0.18,0.51,0.71
Game 6744,PC,1994,Sports,Microsoft,0.0,0.07,0.59,0.0,0.66
Game 6745,NES,1980,Racing,Sony,0.0,0.52,1.33,0.89,2.74
Game 6746,GB,2001,Role-Playing,Ubisoft,0.0,1.2,0.63,0.74,2.57
Game 6747,X360,2013,Role-Playing,EA,1.42,0.0,0.44,0.57,2.43
Game 6748,GB,2019,Shooter,Activision,0.19,0.9,0.0,0.71,1.8
Game 6749,GB,1982,Shooter,Activision,0.58,0.13,0.25,0.0,0.96
Game 6750,PS3,2005,Sports,Microsoft,1.87,0.24,0.0,0.48,2.59
Game 6751,DS,1993,Action,Ubisoft,0.0,2.1,0.62,0.5,3.22
Game 6752,GB,2020,Action,Activision,0.48,0.34,0.0,0.59,1.41
Game 6753,GB,1987,Platform,EA,1.24,1.1,0.88,0.54,3.76
Game 6754,PC,1995,Sports,Activision,0.0,1.08,0.74,0.38,2.2
Game 6755,DS,2000,Action,Microsoft,0.0,0.0,0.36,0.36,0.72
Game 6756,PS3,1989,Shooter,EA,1.22,0.0,0.0,0.68,1.9
Game 6757,NES,2004,Shooter,Nintendo,1.39,1.16,0.29,0.0,2.84
Game 6758,X360,2017,Shooter,Nintendo,3.28,0.0,0.0,0.35,3.63
Game 6759,PS3,2001,Sports,Activision,0.99,0.0,0.79,0.0,1.78
Game 6760,PS3,1983,Role-Playing,Sony,1.78,1.32,0.2,0.14,3.44
Game 6761,Wii,1983,Platform,Sony,0.57,0.0,1.21,0.0,1.78
Game 6762,PS3,2009,Platform,Sony,1.16,0.0,0.54,0.0,1.7
Game 6763,DS,1981,Shooter,Sony,2.8,2.08,0.44,0.03,5.35
Game 6764,Wii,2008,Racing,Activision,0.0,0.0,0.54,0.03,0.57
Game 6765,X360,2015,Sports,EA,1.3,0.0,0.0,0.07,1.37
Game 6766,GB,2000,Action,Microsoft,3.36,0.13,0.03,0.0,3.52
Game 6767,PC,2000,Action,Microsoft,1.14,0.31,0.38,0.07,1.9
Game 6768,PC,2000,Role-Playing,Sony,2.78,0.0,0.12,0.63,3.53
Game 6769,X360,1983,Shooter,Nintendo,0.04,0.0,0.0,0.08,0.12
Game 6770,X360,1980,Racing,Ubisoft,0.76,1.71,0.13,0.72,3.32
Game 6771,DS,2005,Shooter,Sony,0.84,0.71,0.33,0.69,2.57
Game 6772,PS4,1981,Racing,Sony,0.0,0.97,1.69,0.0,2.66
Game 6773,GB,1988,Platform,Activision,0.0,0.39,0.1,0.43,0.92
Game 6774,X360,1997,Racing,Nintendo,0.0,0.73,0.0,0.0,0.73
Game 6775,PS3,2020,Platform,Ubisoft,1.79,1.25,0.21,0.0,3.25
Game 6776,DS,1990,Platform,EA,1.85,0.0,1.2,0.24,3.29
Game 6777,PC,2004,Sports,EA,1.19,0.71,1.24,0.4,3.54
Game 6778,NES,2005,Racing,Ubisoft,1.79,1.06,1.47,0.85,5.17
Game 6779,DS,2015,Role-Playing,Ubisoft,0.6,1.74,0.34,0.13,2.81
Game 6780,PC,2014,Role-Playing,EA,2.24,2.06,0.68,0.27,5.25
Game 6781,Wii,2017,Racing,Sony,0.81,0.56,0.0,0.24,1.61
Game 6782,DS,1982,Sports,Sony,0.87,1.41,0.09,0.92,3.29
Game 6783,PC,2020,Role-Playing,Activision,0.48,0.0,0.0,0.74,1.22
Game 6784,PS4,2014,Shooter,Nintendo,1.62,1.74,0.58,0.35,4.29
Game 6785,DS,2019,Role-Playing,Ubisoft,0.29,0.0,0.32,0.52,1.13
Game 6786,DS,2001,Sports,Sony,1.97,0.31,0.44,0.34,3.06
Game 6787,GB,1987,Platform,Sony,0.0,0.85,0.0,0.63,1.48
Game 6788,X360,1994,Platform,Nintendo,0.0,0.38,0.81,0.54,1.73
Game 6789,GB,1986,Platform,Ubisoft,1.62,0.66,0.0,0.08,2.36
Game 6790,DS,1998,Sports,Nintendo,0.69,1.77,0.15,0.24,2.85
Game 6791,X360,2019,Platform,Nintendo,0.26,0.19,0.24,0.26,0.95
Game 6792,PC,1996,Platform,EA,1.87,0.0,0.0,0.26,2.13
Game 6793,NES,1980,Sports,Nintendo,0.07,1.95,0.53,0.0,2.55
Game 6794,NES,2008,Shooter,Ubisoft,0.56,0.92,0.2,0.33,2.01
Game 6795,DS,1992,Role-Playing,Sony,2.48,2.04,0.64,0.0,5.16
Game 6796,PS4,2008,Sports,Sony,2.65,1.19,1.5,0.0,5.34
Game 6797,Wii,2020,Sports,EA,2.69,0.0,0.49,0.15,3.33
Game 6798,PC,1985,Racing,Ubisoft,0.46,1.02,0.88,0.31,2.67
Game 6799,X360,1984,Platform,Sony,2.28,0.0,1.13,0.69,4.1
Game 6800,DS,2013,Action,Nintendo,0.0,0.51,0.6,0.48,1.59
Game 6801,PC,1990,Shooter,Microsoft,0.0,0.44,0.0,0.64,1.08
Game 6802,DS,1988,Action,Microsoft,0.0,0.0,0.0,0.91,0.91
Game 6803,PS4,2017,Racing,Microsoft,2.81,0.0,0.52,0.0,3.33
Game 6804,PS3,2019,Shooter,Microsoft,0.0,2.26,0.06,0.48,2.8
Game 6805,PS3,2020,Platform,Nintendo,0.65,0.69,1.07,0.5,2.91
Game 6806,PS4,1988,Action,Sony,0.0,0.36,0.01,0.3,0.67
Game 6807,X360,1987,Platform,EA,1.63,1.95,0.29,0.56,4.43
Game 6808,GB,2019,Platform,Nintendo,0.35,0.18,0.0,0.24,0.77
Game 6809,PS4,1982,Role-Playing,Sony,0.0,0.43,0.09,0.47,0.99
Game 6810,DS,1992,Shooter,Ubisoft,1.33,1.29,0.0,0.0,2.62
Game 6811,X360,1998,Shooter,Sony,0.0,0.18,0.0,0.2,0.38
Game 6812,NES,2013,Racing,Sony,0.0,0.0,0.27,0.48,0.75
Game 6813,PS4,2011,Sports,Sony,0.0,0.0,0.0,0.61,0.61
Game 6814,X360,1995,Platform,Nintendo,0.0,0.0,1.88,0.0,1.88
Game 6815,PS4,2015,Platform,Sony,1.01,0.0,0.8,0.17,1.98
Game 6816,PS4,1997,Action,Sony,0.0,0.63,0.95,0.0,1.58
Game 6817,GB,1993,Racing,Ubisoft,0.0,0.01,0.23,0.04,0.28
Game 6818,GB,2009,Shooter,Ubisoft,0.8,2.23,0.36,0.33,3.72
Game 6819,DS,1981,Role-Playing,Microsoft,0.15,0.0,0.04,0.61,0.8
Game 6820,X360,1992,Shooter,Activision,3.19,1.62,1.87,0.56,7.24
Game 6821,X360,2006,Role-Playing,Nintendo,3.0,0.68,0.23,0.29,4.2
Game 6822,Wii,1996,Role-Playing,Sony,0.0,1.15,0.0,0.0,1.15
Game 6823,PS4,2010,Shooter,Microsoft,1.47,1.1,0.0,0.14,2.71
Game 6824,PS3,1994,Action,Microsoft,1.7,0.0,0.5,1.21,3.41
Game 6825,PS4,1999,Platform,Nintendo,0.08,0.49,1.15,0.0,1.72
Game 6826,PS4,1984,Role-Playing,Activision,0.0,0.29,0.95,0.0,1.24
Game 6827,X360,1986,Action,Microsoft,0.79,0.0,0.0,0.27,1.06
Game 6828,PS4,1997,Racing,Microsoft,0.59,0.87,0.0,0.48,1.94
Game 6829,PC,1990,Racing,Nintendo,0.28,1.87,1.05,0.55,3.75
Game 6830,PS4,2011,Role-Playing,EA,1.33,0.0,1.56,0.32,3.21
Game 6831,PC,2006,Platform,Microsoft,0.0,0.07,0.21,0.0,0.28
Game 6832,GB,2005,Role-Playing,Ubisoft,0.0,0.0,1.02,0.11,1.13
Game 6833,PS3,2016,Racing,Microsoft,0.93,0.56,0.0,0.0,1.49
Game 6834,DS,2007,Racing,Nintendo,1.26,0.24,0.0,0.36,1.86
Game 6835,X360,1981,Shooter,Nintendo,0.0,0.02,0.0,0.38,0.4
Game 6836,PS4,1999,Platform,Activision,1.91,1.05,0.55,0.15,3.66
Game 6837,PC,1983,Shooter,EA,0.0,1.81,0.19,0.0,2.0
Game 6838,PC,1992,Action,EA,0.11,2.63,0.44,0.0,3.18
Game 6839,GB,2003,Action,Activision,0.49,0.0,1.03,0.0,1.52
Game 6840,PC,2017,Action,Activision,0.04,0.0,0.0,0.18,0.22
Game 6841,DS,2019,Sports,Ubisoft,0.12,0.95,0.36,1.47,2.9
Game 6842,NES,2008,Action,Ubisoft,3.05,1.79,0.0,0.16,5.0
Game 6843,Wii,2015,Role-Playing,Microsoft,0.0,1.15,1.0,0.03,2.18
Game 6844,DS,1981,Shooter,EA,3.73,1.79,0.96,0.29,6.77
Game 6845,PS3,2020,Action,Ubisoft,1.32,0.32,0.52,0.0,2.16
Game 6846,DS,1997,Platform,Microsoft,0.91,0.01,0.37,0.0,1.29
Game 6847,GB,1987,Action,Sony,1.37,0.59,0.0,0.0,1.96
Game 6848,GB,1994,Role-Playing,Microsoft,3.84,0.24,0.0,0.55,4.63
Game 6849,DS,2020,Role-Playing,Ubisoft,0.0,1.03,0.48,0.33,1.84
Game 6850,PS4,1996,Role-Playing,Microsoft,0.0,1.28,0.75,0.14,2.17
Game 6851,NES,2002,Role-Playing,Sony,0.0,1.34,1.51,0.5,3.35
Game 6852,PS4,1981,Role-Playing,Ubisoft,0.84,0.91,0.06,0.88,2.69
Game 6853,PS4,1985,Platform,Microsoft,0.0,0.7,0.46,0.49,1.65
Game 6854,DS,2008,Sports,Ubisoft,0.83,1.14,0.97,0.0,2.94
Game 6855,X360,2006,Racing,Activision,2.83,0.0,0.99,0.0,3.82
Game 6856,X360,2016,Sports,Activision,0.98,0.67,0.0,0.0,1.65
Game 6857,X360,2013,Racing,Microsoft,0.45,0.54,0.13,0.55,1.67
Game 6858,NES,1997,Shooter,Nintendo,0.06,0.67,0.0,0.0,0.73
Game 6859,PS4,1989,Role-Playing,Ubisoft,1.88,0.43,0.0,0.53,2.84
Game 6860,Wii,2017,Shooter,Ubisoft,0.0,0.85,1.18,0.02,2.05
Game 6861,PS3,1996,Shooter,Activision,3.02,0.04,0.34,0.36,3.76
Game 6862,X360,1992,Racing,Activision,3.12,1.4,0.26,0.48,5.26
Game 6863,X360,2006,Platform,Ubisoft,1.11,0.88,0.45,0.0,2.44
Game 6864,GB,1981,Role-Playing,Ubisoft,0.79,0.62,0.33,0.53,2.27
Game 6865,PS4,2013,Action,Activision,2.04,0.0,0.17,0.0,2.21
Game 6866,PS4,2010,Shooter,Microsoft,2.11,1.15,0.0,0.0,3.26
Game 6867,NES,2002,Sports,EA,0.0,0.67,1.24,0.53,2.44
Game 6868,NES,1986,Role-Playing,Microsoft,0.17,0.0,0.0,0.45,0.62
Game 6869,X360,2017,Platform,Sony,0.0,0.45,0.0,0.38,0.83
Game 6870,PS4,2012,Role-Playing,Nintendo,1.29,1.0,0.25,0.0,2.54
Game 6871,Wii,1991,Action,Microsoft,1.6,0.94,1.59,0.05,4.18
Game 6872,PS3,1991,Action,Microsoft,0.0,0.89,0.0,0.48,1.37
Game 6873,DS,1998,Shooter,Ubisoft,0.25,0.57,0.73,1.11,2.66
Game 6874,PS4,1988,Sports,Sony,0.0,1.32,0.15,0.92,2.39
Game 6875,GB,1989,Shooter,Ubisoft,0.0,1.49,0.45,0.01,1.95
Game 6876,DS,1996,Platform,Activision,1.46,1.09,0.85,0.0,3.4
Game 6877,PS4,2019,Racing,Ubisoft,0.0,0.03,0.0,0.89,0.92
Game 6878,PC,2018,Action,EA,0.44,0.0,0.0,0.44,0.88
Game 6879,NES,2020,Sports,Nintendo,0.0,0.06,0.84,0.01,0.91
